design_en,y,id
"Veiled Hera standing facing, head left, wearing kalathos and long garment, holding patera in outstretched right hand, left resting on long sceptre. Ground line. Border of dots.","[('Hera', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hera', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",811
"Artemis standing facing, head left, holding short torch in raised right hand, left resting on long torch.","[('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT'), ('Artemis', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",812
"Athena standing facing, head left, wearing long garment and helmet, holding patera in outstretched right hand and spear in left arm; at her feet, shield placed on ground.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')]",813
"Athena standing facing, head left, wearing long garment and helmet, holding patera in outstretched right hand, left resting on sceptre.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",814
"City goddess standing right, wearing kalathos, clasping right hands with laureate emperor standing left, wearing cuirass and boots.","[('City goddess', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('City goddess', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('City goddess', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('emperor', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('emperor', 'PERSON', 'wearing', 'boots', 'OBJECT')]",815
"Confronted busts of Maximinus Thrax, laureate, wearing cuirass and paludamentum, and of Maximus, wearing cuirass and paludamentum.","[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Maximus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",816
"Cuirassed bust of youthful Diadumenian, right, wearing paludamentum.","[('Diadumenian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",817
"Emperor (Caracalla) in military attire riding left on horseback, wearing cuirass and fluttering paludamentum, holding inverted spear in left hand.","[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')]",818
"Emperor (Caracalla) in military attire riding right on horseback, wearing cuirass and fluttering paludamentum, holding spear in right hand.","[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')]",819
"Laureate and togate emperor (Caracalla) standing in quadriga, left, holding eagle-sceptre in left hand, behind him, uncertain figure. Ground line. Border of dots.","[('Caracalla', 'PERSON', 'standing', 'quadriga', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",820
"Laureate bust of Elagabalus, right, wearing cuirass; with aegis on left shoulder.","[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",821
"Laureate bust of Macrinus, right, wearing cuirass and paludamentum.","[('Macrinus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Macrinus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",822
"Laureate bust of Severus Alexander, right, wearing cuirass and paludamentum; with aegis on left shoulder.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",823
"Laureate bust of Trebonianus Gallus, right, wearing cuirass and paludamentum.","[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",824
"Laureate bust of Volusian, right, wearing cuirass and paludamentum.","[('Volusian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Volusian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",825
"Laureate bust of bearded Geta, right, wearing paludamentum on left shoulder.","[('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",826
"Laureate emperor (Severus Alexander) riding right on horseback, wearing cuirass, fluttering paludamentum and boots, raising right arm, holding short sceptre in left arm. Border of dots.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",827
"Laureate emperor standing right, wearing cuirass and boots, leaning on a sceptre with left arm and City goddess standing left, wearing a kalathos, holding cornucopia in left arm; both holding a scroll with the right hand.",[],828
"Nemesis standing facing, head left, plucking chiton with right hand at right shoulder, holding reins in left hand; at her feet, wheel.","[('Nemesis', 'PERSON', 'holding', 'reins', 'OBJECT')]",829
"Prow with naval ram, right; on top, emperor (Maximinus Thrax) standing right on base, holding spear in right arm, extending left hand.","[('Maximinus Thrax', 'PERSON', 'holding', 'spear', 'OBJECT')]",830
"Radiate bust of Severus Alexander, left, seen from behind, wearing cuirass and plaudamentum; spear in hidden right hand; shield on his left shoulder. Border of dots.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",831
"Radiate bust of Severus Alexander, right, seen from front, wearing cuirass and paludamentum; gorgoneion on breastplate.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",832
"Radiate bust of Severus Alexander, right, wearing cuirass and paludamentum; with aegis on left shoulder.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",833
"Radiate bust of Trebonianus Gallus, left, wearing cuirass; holding spear in right hand and shield on left shoulder.","[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'holding', 'shield', 'OBJECT')]",834
"Nude, bearded Marsyas advancing right, wearing boots, raising right arm, holding wine skin over left shoulder. Short ground line. Border of dots.","[('Marsyas', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')]",835
"Athena (Nikephoros) enthroned left, holding Nike in outstretched right hand; left arm resting on shield behind, decorated with star; in background, transverse spear; in inner left field, torch; on throne, star.","[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')]",836
"Façade of a tetrastyle temple on crepidoma, acroteria and antefixa along roof; shield on pediment; within Asclepius standing facing, head left, holding serpent staff in right hand.","[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')]",837
"Head of (youthful) Hermes, left, wearing a flat petasus tied below his chin; in front caduceus. In linear square.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",838
"Artemis advancing left, head right, wearing long garment and fluttering cloak, holding long lighted torch in both hands. Ground line. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",839
"Artemis standing facing, head left, wearing short chiton, holding long torch in each hand; club to right.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",840
"Artemis standing facing, wearing long chiton, holding long torch in each hand.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",841
"Athena standing facing, head right, wearing long garment and helmet; holding unidentified object in left hand and spear in right hand; on ground to left, shield. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'object', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')]",842
"Head of Athena, right, wearing crested Corinthian helmet. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')]",843
"Athena advancing left, wearing helmet and long fluttering chiton, holding laurel branch in right hand, spear and shield in left hand. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')]",844
"Confronted busts of Gordian III, laureate, draped and cuirassed, right, and of Serapis, draped and wearing kalathos, left.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT')]",845
"Eirene standing facing, head right, holding a long sceptre in right hand and a cornucopia and the infant Plutos in left arm. Ground line. Border of dots.","[('Eirene', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",846
"Façade of a tetrastyle temple on crepidoma with twisted Ionic columns, architrave, shield and spear on pediment and acroteria on roof; within Tyche standing facing, head left, wearing kalathos, holding rudder in right hand and cornucopia in left arm.","[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",847
"Head of Hermes, left, wearing petasus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",848
"Nemesis standing facing, head left, holding cubit-rule in right hand and reins in left hand; at her feet, left, wheel. Ground line. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT')]",849
"Nude Dionysus standing facing, head left, holding bunch of grapes in right hand and two spears in left arm. Short ground line.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'spears', 'OBJECT')]",850
"Nude Hermes standing facing, head left, holding upright caduceus in right arm, left hand on his hip; resting on herma. Ground line. Border of dots.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')]",851
"Radiate Helios standing facing, head left, wearing a chlamys and boots, raising right arm, holding a short torch in left arm. Ground line. Border of dots.","[('Helios', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Helios', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Helios', 'PERSON', 'holding', 'torch', 'OBJECT')]",852
"Theos Megas standing facing, head left, wearing kalathos and himation, holding patera in outstretched right hand over lighted altar and cornucopia in left arm.","[('Theos Megas', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Theos Megas', 'PERSON', 'holding', 'patera', 'OBJECT')]",853
"Turreted Tyche seated left on rock, head right, holding ears of corn in right hand, left resting on rock; to right, behind her, cornucopia; to left, at feet, river god swimming left. Border of dots.","[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')]",854
"Turreted Tyche seated left on rock, holding ears of corn in right hand, left resting on rock; to right, behind her, cornucopia; to left, at feet, river god swimming, left. Border of dots.","[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')]",855
"Two Erotes; Eros standing left, holding club of Herakles, supported by second Eros crouching right. Border of dots.","[('Eros', 'PERSON', 'holding', 'club', 'OBJECT')]",856
"At left Artemis standing right, wearing kalathos, short chiton and boots, clasping right hands with city goddess, at right, standing facing, head left.","[('Artemis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT')]",857
"Athena Promachos standing right, holding in her raised right hand a thunderbolt and in her outstretched left arm a shield.","[('Athena', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')]",858
"Athena standing facing, head left, holding an owl, standing left, in outstretched right hand, in her left hand sceptre; on ground, shield to right.","[('Athena', 'PERSON', 'holding', 'owl', 'ANIMAL')]",859
"Bull standing left on dolphin, left, raising right forehoof; below, monogram in a wreath bound at bottom.","[('Bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')]",860
"Bull standing left on dolphin, left, raising right forehoof; below, monogram.","[('Bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')]",861
"Bull standing left on dolphin, left, raising right forehoof; below, monograms in a wreath bound at bottom and under the bull.","[('Bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')]",862
"Bull standing left on dolphin, left, raising right forehoof; below, ornated trident.","[('Bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')]",863
"Bull standing left on dolphin, left, raising right forehoof; below, trident.","[('Bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')]",864
"Draped bust of Artemis, right, wearing hair knot; behind, quiver; in front, bow.","[('Artemis', 'PERSON', 'wearing', 'hair knot', 'OBJECT')]",865
"Draped bust of Artemis, right, wearing hair knot; behind, quiver; in front, bow. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'hair knot', 'OBJECT')]",866
"Head of Athena, left, wearing Corinthian helmet.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')]",867
"Head of Athena, right, wearing Attic helmet. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')]",868
"Head of Athena, right, wearing Corinthian helmet.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')]",869
"Head of Demeter, right, wearing earrings and necklace; below, grain.","[('Demeter', 'PERSON', 'wearing', 'earrings', 'OBJECT')]",870
"Head of Poseidon, left, wearing taenia.","[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",871
"Head of Poseidon, left, wearing taenia; behind him trident.","[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",872
"Head of Poseidon, right, wearing taenia; trident below.","[('Poseidon', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",873
"Laureate and cuirassed bust of Severus Alexander, right, holding spear with left hand over left shoulder.","[('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')]",874
"Laureate bust of Elagabalus, left, wearing cuirass; with aegis on left shoulder.","[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",875
"Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to left, monogram. Ground line. Linear border.","[('Poseidon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'aplustre', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')]",876
"Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder; to right, monogram. Ground line.","[('Poseidon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'aplustre', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')]",877
"Radiate bust of Gallienus, right, seen from front, wearing cuirass and paludamentum.","[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",878
"Radiate bust of Macrinus, right, wearing cuirass and paludamentum. Border of dots.","[('Macrinus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Macrinus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",879
"Radiate bust of Valerian, left, wearing cuirass; holding spear in right hand and shield on left shoulder.","[('Valerian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Valerian', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Valerian', 'PERSON', 'holding', 'shield', 'OBJECT')]",880
"Eagle standing facing, head left, wings spread, holding wreath in beak. Border of dots.","[('Eagle', 'ANIMAL', 'holding', 'wreath', 'OBJECT')]",881
"Winged Nemesis (Aequitas) standing facing, head left, holding scales in right hand and reins (?) in lowered left hand; to left at her feet, wheel. Groundline. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'reins', 'OBJECT')]",882
"Bearded river god (Strymon) seated left on rock, head right, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, scooping with hands gold from the water. Border of dots.","[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')]",883
"Façade of a hexastyle temple on crepidoma with architrave, frieze and geison, a dot on pediment and acroteria and antefixa along roof; inside a statue of Tyche standing facing, head left, wearing kalathos, holding patera in outstretched right hand and cornucopia in left arm.","[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'patera', 'OBJECT')]",884
"Façade of a hexastyle temple with three pediments; within Dionysus standing right, holding bunch of grapes in right hand and thyrsus in left arm. Border of dots.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')]",885
"Head of Hermes, right, wearing petasus; caduceus behind.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",886
"Laureate bust of Trebonianus Gallus, left, wearing cuirass and paludamentum. Border of dots.","[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",887
"Laureate bust of Trebonianus Gallus, right, wearing cuirass and paludamentum. Border of dots.","[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",888
"Nude Apollo standing facing, head left, holding laurel branch in right hand over lighted and garlanded altar and leaning left on tripod. Border of dots.","[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'resting_on', 'tripod', 'OBJECT')]",889
"Apollo standing facing, head left,wearing long garment, holding lyre with left hand on a short column to his left.","[('Apollo', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')]",890
"Artemis (Tauropolos) advancing right, hair bound at her neck, wearing short chiton, cloak and boots, holding a torch in each hand; in the left hand torch upright. Short ground line. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",891
"Artemis standing facing, head right, wearing short chiton and boots, holding torch in right hand and bow in outstretched left hand. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')]",892
"Athena (Nikephoros) enthroned left, holding Nike, crowning king's name, in outstretched right hand; left arm resting on shield behind.","[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')]",893
"Athena standing facing, head left, wearing helmet, holding Nike, carrying a wreath, in outstretched right hand and spear in left hand; to left in background shield; to right trophy. Ground line. Border of dots.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')]",894
"Bust of bearded Marcus Aurelius, right, wearing cuirass and paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",895
"Hera (Samios) standing facing, wearing high kalathos, veil and long garment, resting both hands on pelleted fillets (holding patera?). Ground line. Border of dots.","[('Hera', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hera', 'PERSON', 'wearing', 'veil', 'OBJECT'), ('Hera', 'PERSON', 'wearing', 'garment', 'OBJECT')]",896
"Laureate bust of Apollo, left, wearing chlamys. Border of dots.","[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT')]",897
"Laureate bust of Apollo, left, wearing chlamys; in front, bow. Border of dots.","[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT')]",898
"Laureate bust of Apollo, left, wearing chlamys; in front, laurel branch. Border of dots.","[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT')]",899
"Laureate bust of Septimius Severus, right, wearing cuirass and paludamentum. Border of dots.","[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",900
"Nude Apollo advancing right, wearing fluttering chlamys, drawing arrow in right hand from bow in left hand; between his legs, star with six rays.","[('Apollo', 'PERSON', 'wearing', 'chlamys', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'arrow', 'OBJECT')]",901
"Nude Dionysus standing facing, head left, wearing boots, holding cantharus in right hand over altar; pelleted and filleted thyrsus in left arm; at left, star with six rays.","[('Dionysus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')]",902
"Nude Dionysus standing facing, head left, wearing boots, holding cantharus in right hand over altar; pelleted thyrsus in left arm; at left, star with five rays.","[('Dionysus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT')]",903
"Nude Dionysus standing facing, head left, wearing boots, holding cantharus in right hand over altar; pelleted thyrsus in left arm; at left, star with six rays.","[('Dionysus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT')]",904
"Tyche standing facing, head left, wearing kalathos, holding rudder in right hand and cornucopia in left arm. Border of dots.","[('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",905
"Veiled Hera standing facing, head left, wearing stephane, holding patera in outstretched right hand over peacock, left resting on sceptre. Ground line. Border of dots.","[('Hera', 'PERSON', 'wearing', 'stephane', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",906
"Bearded river god reclining left, holding reed in right hand resting on right knee, resting left arm on water urn.","[('river god', 'PERSON', 'resting_on', 'knee', 'OBJECT')]",907
"Eagle standing facing, head left, wings half-spread, holding wreath in beak. Ground line. Border of dots.","[('Eagle', 'ANIMAL', 'holding', 'wreath', 'OBJECT')]",908
"Nemesis standing facing, head left, holding cubit-rule in right hand and cornucopia in left arm.","[('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT')]",909
"Nude Heracles seated left on rock, his right hand outstretched, left resting on rock; in front, upright club.","[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')]",910
"Nude Heracles sitting left on rock, his right hand outstretched, left resting on rock; at left, half-naked nymph standing facing, head right, holding a bow in both hands.","[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')]",911
"Ares standing facing, head left, wearing cuirass, helmet and boots, holding spear in left hand and round shield in right arm. Ground line.","[('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')]",912
"Artemis advancing right, wearing a short chiton and boots, holding patera in outstretched right hand and torch in left arm. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')]",913
"Asclepius standing facing, head left, holding serpent staff in right hand. Ground line. Linear border.","[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')]",914
"At left, Hygieia standing right, feeding serpent held in right arm from patera in outstretched left hand; at right, Asclepius standing facing, head left, holding serpent staff in right hand and garment in left arm. Ground line. Border of dots.","[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL'), ('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT'), ('Asclepius', 'PERSON', 'holding', 'garment', 'OBJECT')]",915
"Athena standing facing, head left, wearing long garment and helmet; holding patera in outstretched right hand over lighted altar and spear in left arm; at her feet, shield placed on ground next to her. Ground line.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')]",916
"Athena standing facing, head right, wearing Corinthian helmet, holding spear in right hand, on her outstretched left hand an owl, standing left. Ground line.","[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')]",917
"Bearded river god (Hebros) reclining left, resting left arm on water urn, setting right arm on prow; vine behind his back. Border of dots.","[('Hebros', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Hebros', 'PERSON', 'resting_on', 'prow', 'OBJECT')]",918
"Bearded river god (Strymon) reclining left, in right hand patera, resting left arm on water urn, holding reed with left hand. Border of dots.","[('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')]",919
"Bearded river god (Strymon) seated on rock left, head left, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, scooping with hands gold from the water. Border of dots.","[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')]",920
"Bearded river god (Tonzos) reclining left, bare-chested, resting left arm on water urn. Ground line. Border of dots.","[('Tonzos', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",921
"Dionysus standing left, holding cantharus and branch, within linear square; all within incuse square.","[('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'branch', 'OBJECT')]",922
