id,design_en,annotations
20752,"Roma, draped, seated front, head left, in hexastyle temple, holding globe in right hand and sceptre in left hand; as acroteria, knobs","[(0, 4, 'PERSON'), (28, 32, 'OBJECT'), (52, 58, 'OBJECT'), (68, 73, 'OBJECT'), (92, 99, 'OBJECT'), (117, 126, 'OBJECT')]"
5285,"Zeus naked to waist enthroned to the left, holding a patera, his left hand resting on the sceptre and the Eagle near his feet.","[(0, 4, 'PERSON'), (53, 59, 'OBJECT'), (90, 97, 'OBJECT'), (106, 111, 'ANIMAL')]"
4688,"Head of Meanad, left wearing ivy wreath, earring and necklace.","[(0, 4, 'OBJECT'), (29, 39, 'OBJECT'), (41, 48, 'OBJECT'), (53, 61, 'OBJECT')]"
19923,"Pax, draped, standing left, holding olive-branch in right and cornucopia in left","[(0, 3, 'PERSON'), (36, 48, 'OBJECT'), (62, 72, 'OBJECT')]"
11508,"Bust of Crispus, helmeted, cuirassed, left","[(0, 4, 'OBJECT'), (8, 15, 'PERSON')]"
19429,"Minerva, helmeted, draped, holding spear in right hand and round shield at side in left hand","[(0, 7, 'PERSON'), (35, 40, 'OBJECT'), (65, 71, 'OBJECT')]"
13372,"Bust of Valentinian III, rosette-diademed, wearing consular robes, left, holding mappa in right hand and cruciform sceptre in left hand","[(0, 4, 'OBJECT'), (8, 23, 'PERSON'), (25, 32, 'OBJECT'), (60, 65, 'OBJECT'), (81, 86, 'OBJECT'), (115, 122, 'OBJECT')]"
8419,"Parthenos enthroned, left; holding arrow in her right hand; bow and quiver over left shoulder.","[(35, 40, 'OBJECT'), (60, 63, 'OBJECT'), (68, 74, 'OBJECT')]"
4353,"Nude Hermes standing facing, head left, holding purse in right hand and upright caduceus in left hand; to left, cock, head upwards to right. Ground line. Border of dots.","[(5, 11, 'PERSON'), (29, 33, 'OBJECT'), (48, 53, 'OBJECT'), (80, 88, 'OBJECT'), (112, 116, 'ANIMAL'), (118, 122, 'OBJECT')]"
24331,"Victory, winged, draped, walking right, holding wreath in right hand and palm in left hand; flanked on each side by captive","[(0, 7, 'PERSON'), (48, 54, 'OBJECT'), (73, 77, 'PLANT')]"
16913,"Head of Commodus, wearing lion-skin, right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (26, 30, 'ANIMAL')]"
1528,"Laureate bust of Apollo, left, wearing chlamys; in front, bow. Border of dots.","[(9, 13, 'OBJECT'), (17, 23, 'PERSON'), (39, 46, 'OBJECT'), (58, 61, 'OBJECT')]"
1478,"Radiate head of Trajan, left.","[(0, 7, 'OBJECT'), (8, 12, 'OBJECT'), (16, 22, 'PERSON')]"
7199,"Tyche standing left, head right, with upraised right arm and holding cornucopia.","[(0, 5, 'PERSON'), (21, 25, 'OBJECT'), (69, 79, 'OBJECT')]"
5447,"Asclepius standing facing, head left, holding serpent-staff in right hand. Ground line. Border of dots.","[(0, 9, 'PERSON'), (27, 31, 'OBJECT'), (46, 53, 'ANIMAL'), (54, 59, 'OBJECT')]"
3869,"Tyche crowned by Heros; at left, Tyche Poleos enthroned right, holding rudder and cornucopia; at right, Heros holding laurel wreath and spear, crowning Tyche.","[(0, 5, 'PERSON'), (17, 22, 'PERSON'), (33, 45, 'PERSON'), (71, 77, 'OBJECT'), (82, 92, 'OBJECT'), (104, 109, 'PERSON'), (118, 131, 'OBJECT'), (136, 141, 'OBJECT'), (152, 157, 'PERSON')]"
18884,Mars standing next to trophy,"[(0, 4, 'PERSON'), (22, 28, 'OBJECT')]"
22229,"Spes-Fortuna standing left, leaning on rudder on globe, holding flower and cornucopia","[(0, 4, 'PERSON'), (5, 12, 'PERSON'), (39, 45, 'OBJECT'), (49, 54, 'OBJECT'), (64, 70, 'PLANT'), (75, 85, 'OBJECT')]"
22432,Three palm branches,"[(6, 19, 'OBJECT')]"
7660,"Artemis ? in cart drawn by stag, right.","[(0, 7, 'PERSON'), (27, 31, 'ANIMAL')]"
24112,"Victory, winged, draped, standing left, holding wreath in extended right hand and palm sloped over left shoulder in left hand","[(0, 7, 'PERSON'), (48, 54, 'OBJECT'), (82, 86, 'PLANT')]"
18812,"Marcus Aurelius and Commodus, togate, seated left on platform, presiding over distribution","[(0, 15, 'PERSON'), (20, 28, 'PERSON'), (53, 61, 'OBJECT')]"
8523,"Nude Ganymede with Phrygian cap seated on a rock, left, holding out a cup in his right hand to a spread eagle, right, who drinks from it; tree in background.","[(5, 13, 'PERSON'), (28, 31, 'OBJECT'), (44, 48, 'OBJECT'), (70, 73, 'OBJECT'), (104, 109, 'ANIMAL'), (138, 142, 'PLANT')]"
14326,"Constans, draped, cuirassed, standing left on galley, holding phoenix on globe in right hand and standard with Chi-Rho on banner in left hand; steering the ship, seated Victory","[(0, 8, 'PERSON'), (46, 52, 'OBJECT'), (73, 78, 'OBJECT'), (97, 105, 'OBJECT'), (111, 118, 'OBJECT'), (122, 128, 'OBJECT'), (156, 160, 'OBJECT'), (169, 176, 'PERSON')]"
19484,"Minerva, helmeted, draped, standing left, holding vertical spear in right hand","[(0, 7, 'PERSON'), (59, 64, 'OBJECT')]"
2779,"Diademed and draped bust of Julia Mamaea, right.","[(20, 24, 'OBJECT'), (28, 40, 'PERSON')]"
21005,"Roma, helmeted, draped, standing front, head left, and Constantinopolis, turreted, draped, standing front, head right, supporting a wreath inscribed VOT/XXX/MVLT/XXXX supported on a small column; Roma holding spear in right hand; Constantinopolis holding cornucopiae in left hand; in exergue, R","[(0, 4, 'PERSON'), (40, 44, 'OBJECT'), (55, 71, 'PERSON'), (107, 111, 'OBJECT'), (132, 138, 'OBJECT'), (188, 194, 'OBJECT'), (196, 200, 'PERSON'), (209, 214, 'OBJECT'), (230, 246, 'PERSON'), (255, 266, 'OBJECT')]"
15830,"Fides, draped, seated left, holding two standards","[(40, 49, 'OBJECT')]"
8119,Head of a billy goat left. In the right field a diagonal upwards tunny (back outwards).,"[(0, 4, 'OBJECT'), (16, 20, 'ANIMAL'), (65, 70, 'ANIMAL')]"
13249,"Bust of Theodosius II, helmeted, pearl-diademed, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 21, 'PERSON'), (33, 38, 'OBJECT')]"
15132,Eagle between two standards,"[(0, 5, 'ANIMAL'), (18, 27, 'OBJECT')]"
6326,Ear of corn with leaves between two stars with six rays each.,"[(0, 3, 'PLANT'), (7, 11, 'PLANT'), (17, 23, 'PLANT'), (36, 41, 'OBJECT')]"
23870,"Victory, winged, draped, holding wreath in right hand and palm in left hand","[(0, 7, 'PERSON'), (33, 39, 'OBJECT'), (58, 62, 'PLANT')]"
13239,"Bust of Theodosius II, bearded, helmeted, pearl-diademed, cuirassed, spear pointing forward, holding shield","[(0, 4, 'OBJECT'), (8, 21, 'PERSON'), (42, 47, 'OBJECT'), (69, 74, 'OBJECT'), (101, 107, 'OBJECT')]"
12691,"Bust of Numerian, radiate, cuirassed, right, sometimes holding spear, or bust of Numerian, radiate, cuirassed, left, holding spear in right hand and sometimes shield in left hand","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT'), (63, 68, 'OBJECT'), (73, 77, 'OBJECT'), (81, 89, 'PERSON'), (91, 98, 'OBJECT'), (125, 130, 'OBJECT'), (159, 165, 'OBJECT')]"
3255,"Laureate bust of bearded Geta, right.","[(9, 13, 'OBJECT'), (25, 29, 'PERSON')]"
19347,"Maximinus Thrax, seated left on platform, attened by (?) praetorian prefect, three soldiers with spears, and one other person; before him, Liberalitas, draped, standing left, holding abacus in right hand and cornucopiae in left hand; in front, citizen, standing right, climbing up steps of platform, at base of which stand three soldiers and three citizens, on leading a child","[(0, 15, 'PERSON'), (32, 40, 'OBJECT'), (83, 91, 'PERSON'), (97, 103, 'OBJECT'), (139, 150, 'PERSON'), (183, 189, 'OBJECT'), (208, 219, 'OBJECT'), (244, 251, 'PERSON'), (281, 286, 'OBJECT'), (290, 298, 'OBJECT'), (303, 307, 'OBJECT'), (329, 337, 'PERSON'), (348, 356, 'PERSON'), (371, 376, 'PERSON')]"
10804,"Bust of Allectus, laureate, cuirassed, right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
5131,"Herm, facing.","[(0, 4, 'OBJECT')]"
10149,"Aeternitas, draped, standing, front, head left, holding caduceus in right hand and phoenix on globe in left","[(37, 41, 'OBJECT'), (56, 64, 'OBJECT'), (94, 99, 'OBJECT')]"
10589,"Attalus, draped, cuirassed, standing right, holding standard in right hand and Victory on globe in left hand; treading down prostrate captive with left foot","[(52, 60, 'OBJECT'), (79, 86, 'PERSON'), (90, 95, 'OBJECT')]"
14341,"Constans, draped, cuirassed, standing right, holding spear in right hand and globe in left hand; spurning seated captive with left foot","[(0, 8, 'PERSON'), (53, 58, 'OBJECT'), (77, 82, 'OBJECT')]"
19714,"Octavian, veiled and draped, driving a yoke of oxen right, whip in left hand","[(0, 8, 'PERSON'), (59, 63, 'OBJECT')]"
16311,"Gallienus, in military attire, riding right, spearing lion","[(0, 9, 'PERSON'), (14, 29, 'OBJECT'), (54, 58, 'ANIMAL')]"
16568,"Geta, veiled, togate, standing left, sacrificing out of patera in right hand over tripod; by tripod, bull","[(0, 4, 'PERSON'), (56, 62, 'OBJECT'), (82, 88, 'OBJECT'), (93, 99, 'OBJECT'), (101, 105, 'ANIMAL')]"
930,"Owl standing facing; to right, lit torch.","[(0, 3, 'ANIMAL'), (35, 40, 'OBJECT')]"
14538,"Constantinopolis,  head right, turreted, seated facing, on throne, holding in right hand reversed spear and resting left on knee, right foot on prow","[(0, 16, 'PERSON'), (19, 23, 'OBJECT'), (59, 65, 'OBJECT'), (98, 103, 'OBJECT'), (124, 128, 'OBJECT'), (144, 148, 'OBJECT')]"
8256,"Youthful head (Apollo?) left, wearing laurel wreath.","[(9, 13, 'OBJECT'), (15, 21, 'PERSON'), (38, 51, 'OBJECT')]"
21660,"Severus Alexander (dressed as Romulus?), in military attire, walking right, holding spear in right hand and trophy in left hand","[(0, 17, 'PERSON'), (30, 37, 'PERSON'), (44, 59, 'OBJECT'), (84, 89, 'OBJECT'), (108, 114, 'OBJECT')]"
24658,Zenonis monogram 1 or 2 within a wreath,"[(33, 39, 'OBJECT')]"
12475,"Bust of Maxentius, draped, front","[(0, 4, 'OBJECT'), (8, 17, 'PERSON')]"
2595,"Bearded river-god (Istros) reclining left, holding branch in left hand, which is resting on water-urn; in background above on hill, city gate with three towers. Border of dots.","[(8, 17, 'PERSON'), (51, 57, 'OBJECT'), (98, 101, 'OBJECT'), (132, 141, 'OBJECT'), (153, 159, 'OBJECT')]"
11084,"Bust of Carus, radiate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 13, 'PERSON'), (15, 22, 'OBJECT')]"
1829,"Athena standing facing, head left, wearing long garment and helmet, holding patera in outstretched right hand, left resting on sceptre; in front of her, shield.","[(0, 6, 'PERSON'), (24, 28, 'OBJECT'), (48, 55, 'OBJECT'), (60, 66, 'OBJECT'), (76, 82, 'OBJECT'), (127, 134, 'OBJECT'), (153, 159, 'OBJECT')]"
12157,"Bust of Honorius, rosette-diademed, draped, cuirassed, right, star behind","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT'), (62, 66, 'OBJECT')]"
1362,Caduceus.,"[(0, 8, 'OBJECT')]"
10932,"Bust of Aurelian, radiate, draped, right or bust of Aurelian, radiate, cuirassed, right or bust of Aurelian, radiate, cuirassed, right, holding sceptre","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT'), (44, 48, 'OBJECT'), (52, 60, 'PERSON'), (62, 69, 'OBJECT'), (91, 95, 'OBJECT'), (99, 107, 'PERSON'), (109, 116, 'OBJECT'), (144, 151, 'OBJECT')]"
4886,"Hero and Leander: nude Leander swimming right; to right, Hero standing on top of tower, holding lamp.","[(81, 86, 'OBJECT')]"
15978,"Fortuna standing left, holding wreath and cornucopiae","[(0, 7, 'PERSON'), (31, 37, 'OBJECT'), (42, 53, 'OBJECT')]"
11479,"Bust of Constantius II, pearl-diademed, wearing consular robes, right, holding sceptre in left hand","[(0, 4, 'OBJECT'), (8, 22, 'PERSON'), (24, 29, 'OBJECT'), (57, 62, 'OBJECT'), (79, 86, 'OBJECT')]"
2292,"Tyche standing facing, head left, raising right arm to her head, holding cornucopia in left arm.","[(0, 5, 'PERSON'), (23, 27, 'OBJECT'), (59, 63, 'OBJECT'), (73, 83, 'OBJECT')]"
11555,"Bust of Dalmatius, diademed, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 17, 'PERSON')]"
5801,"Artemis standing left, holding patera and torch.","[(0, 7, 'PERSON'), (31, 37, 'OBJECT'), (42, 47, 'OBJECT')]"
21614,"Septimius Severus, togate, and Julia Domna, draped, standing and facing each other, clasping right hands","[(0, 17, 'PERSON'), (31, 42, 'PERSON')]"
6765,"Nude Apollo (Bonus Eventus) standing left, holding branch in right hand; at his feet, altar.","[(5, 11, 'PERSON'), (13, 26, 'PERSON'), (51, 57, 'OBJECT'), (86, 91, 'OBJECT')]"
24543,"Wolf and twins, standing left","[(0, 4, 'ANIMAL'), (9, 14, 'PERSON')]"
10537,"Arabia standing front, head left, holding branch; camel at feet","[(0, 6, 'PERSON'), (23, 27, 'OBJECT'), (42, 48, 'OBJECT')]"
2966,"Cybele enthroned left, wearing kalathos, holding patera and tympanon; at her feet, lion.","[(0, 6, 'PERSON'), (31, 39, 'OBJECT'), (49, 55, 'OBJECT'), (60, 68, 'OBJECT'), (83, 87, 'ANIMAL')]"
13664,"Caracalla, accompanied by officer, seated left on platform; in front Liberalitas, draped, standing left, holding abacus and cornucopiae; below, at foot of platform steps, citizen, standing right","[(0, 9, 'PERSON'), (50, 58, 'OBJECT'), (69, 80, 'PERSON'), (113, 119, 'OBJECT'), (124, 135, 'OBJECT'), (155, 163, 'OBJECT'), (164, 169, 'OBJECT'), (171, 178, 'PERSON')]"
19660,"Nilus reclining right, holding reed and cornucopia; in water below, crocodile and hippo or reeds","[(0, 5, 'PERSON'), (31, 35, 'PLANT'), (40, 50, 'OBJECT')]"
13733,"Carausius, draped, cuirassed, riding left, holding globe in right hand and spear in left hand","[(0, 9, 'PERSON'), (51, 56, 'OBJECT'), (75, 80, 'OBJECT')]"
12061,"Bust of Gordian III, radiate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 19, 'PERSON'), (21, 28, 'OBJECT')]"
21956,"Sol, radiate, nude except for cloak over left shoulder, standing left, raising right hand and holding globe in left hand","[(0, 3, 'PERSON'), (5, 12, 'OBJECT'), (30, 35, 'OBJECT'), (102, 107, 'OBJECT')]"
1774,"Turreted Cybele seated left, on lion stepping right, holding tympanum in right hand, left resting on long sceptre.","[(9, 15, 'PERSON'), (32, 36, 'ANIMAL'), (61, 69, 'OBJECT'), (106, 113, 'OBJECT')]"
14497,"Constantine II, draped, cuirassed, cloak spread, standing right, holding globe in right hand and transverse spear in left hand","[(0, 14, 'PERSON'), (35, 40, 'OBJECT'), (73, 78, 'OBJECT'), (108, 113, 'OBJECT')]"
20814,"Roma, helmeted, draped, enthroned front, and Constantinopolis, draped, enthroned left, head left, supporting a wreath inscribed VOT/V/MVL/X; Roma holding spear in left hand; Constantinopolis holding sceptre in left hand, her right foot on prow","[(0, 4, 'PERSON'), (45, 61, 'PERSON'), (87, 91, 'OBJECT'), (111, 117, 'OBJECT'), (141, 145, 'PERSON'), (154, 159, 'OBJECT'), (174, 190, 'PERSON'), (199, 206, 'OBJECT'), (239, 243, 'OBJECT')]"
14036,"Clementia, standing front, head left, holding patera in each hand","[(0, 9, 'PERSON'), (27, 31, 'OBJECT'), (46, 52, 'OBJECT')]"
7705,"Tyche standing left, holding cornucopia and statuette (eidolon?).","[(0, 5, 'PERSON'), (29, 39, 'OBJECT'), (44, 53, 'OBJECT')]"
22871,Two hands (female?) joined,"[(11, 17, 'PERSON')]"
21264,"Salus, draped, seated right or left, feeding snake rising from altar","[(45, 50, 'ANIMAL'), (63, 68, 'OBJECT')]"
5305,"Turreted and diademed Cybele enthroned left, holding patera and tympanon; at her feet, two lions.","[(22, 28, 'PERSON'), (53, 59, 'OBJECT'), (64, 72, 'OBJECT'), (91, 96, 'ANIMAL')]"
15288,"Elagabalus, in Syrian priestly robes, standing right, sacrificing out of patera in right hand over lighted altar, holding upright club in left hand","[(0, 10, 'PERSON'), (31, 36, 'OBJECT'), (73, 79, 'OBJECT'), (107, 112, 'OBJECT'), (130, 134, 'OBJECT')]"
13961,"Circular cippus with vota XX/XXX/MVL/FEL, set on square basis; on top of cippus, fire","[(9, 15, 'OBJECT'), (73, 79, 'OBJECT')]"
7304,Two bunches of grapes.,"[(15, 21, 'PLANT')]"
6126,"Two river-gods (Seleinous and Keteios) facing each other; in background, Tyche standing, holding rudder and cornucopia.","[(4, 14, 'PERSON'), (73, 78, 'PERSON'), (97, 103, 'OBJECT'), (108, 118, 'OBJECT')]"
21119,Round hexastyle temple with statue of Vesta inside,"[(16, 22, 'OBJECT'), (28, 34, 'OBJECT'), (38, 43, 'PERSON')]"
7312,"Serpent with nimbate head coiling left, bent four times.","[(0, 7, 'ANIMAL'), (21, 25, 'OBJECT')]"
3045,Fox standing right; in front ear.,"[(0, 3, 'ANIMAL'), (29, 32, 'PLANT')]"
15352,"Emperor carrying trophy on shoulder, dragging captive right","[(0, 7, 'PERSON'), (17, 23, 'OBJECT')]"
5165,"Shield with three ears of corn, to left, Club, to right, quiver with arrow.","[(0, 6, 'OBJECT'), (18, 30, 'PLANT'), (41, 45, 'OBJECT'), (57, 63, 'OBJECT'), (69, 74, 'OBJECT')]"
15813,"Fides standing right, holding corn ears and dish of fruits","[(30, 34, 'PLANT'), (35, 39, 'PLANT'), (52, 58, 'PLANT')]"
2901,"Laureate bust of Gordian III, left, wearing cuirass and paludamentum, holding spear and shield.","[(9, 13, 'OBJECT'), (17, 28, 'PERSON'), (44, 51, 'OBJECT'), (56, 68, 'OBJECT'), (78, 83, 'OBJECT'), (88, 94, 'OBJECT')]"
8606,"Laureate head of a goddess, right. Linear border.","[(9, 13, 'OBJECT')]"
8810,Burning altar.,"[(8, 13, 'OBJECT')]"
19225,"Mars, standing right, holdind spear and resting left hand on shield set on ground","[(0, 4, 'PERSON'), (30, 35, 'OBJECT'), (61, 67, 'OBJECT')]"
20451,"Providentia, draped, standing left, holding globe in right hand and transverse sceptre in left hand; at foot, globe","[(44, 49, 'OBJECT'), (79, 86, 'OBJECT'), (110, 115, 'OBJECT')]"
6024,"Nude Hermes standing left, holding purse and caduceus; at his feet,  ram.","[(5, 11, 'PERSON'), (35, 40, 'OBJECT'), (45, 53, 'OBJECT'), (69, 72, 'ANIMAL')]"
10630,"Aurelian, standing left, holding sceptre and crowning trophy between two captives","[(0, 8, 'PERSON'), (33, 40, 'OBJECT'), (54, 60, 'OBJECT')]"
18851,"Marcus Aurelius, veiled, togate, standing left, sacrificing out of patera in right hand over a tripod; at his feet, a bull","[(0, 15, 'PERSON'), (67, 73, 'OBJECT'), (95, 101, 'OBJECT'), (118, 122, 'ANIMAL')]"
17978,"Jupiter, chlamys hanging behind, standing front, head left, holding Victory on globe in right hand and leaning on sceptre with left hand; at feet to left, eagle holding wreath in its beak","[(0, 7, 'PERSON'), (9, 16, 'OBJECT'), (49, 53, 'OBJECT'), (68, 75, 'PERSON'), (79, 84, 'OBJECT'), (114, 121, 'OBJECT'), (155, 160, 'ANIMAL'), (169, 175, 'OBJECT')]"
14289,"Concordia, seated left, holding statuette of Spes and sceptre","[(0, 9, 'PERSON'), (32, 41, 'OBJECT'), (45, 49, 'PERSON'), (54, 61, 'OBJECT')]"
19451,"Minerva, helmeted, draped, standing left, holding Victory in extended right hand and spear in left hand; to right of feet, shield","[(0, 7, 'PERSON'), (50, 57, 'PERSON'), (85, 90, 'OBJECT'), (123, 129, 'OBJECT')]"
21722,"Severus II, draped, cuirassed, standing left, raising right hand and leaning on sceptre with left hand; to right, two ensigns","[(0, 10, 'PERSON'), (80, 87, 'OBJECT'), (118, 125, 'OBJECT')]"
20642,"Res Publica, turreted, seated left, holding branch in right hand and cornucopiae in left hand; behind her, Victory standing, crowning her with wreath and holding palm","[(44, 50, 'OBJECT'), (69, 80, 'OBJECT'), (107, 114, 'PERSON'), (143, 149, 'OBJECT'), (162, 166, 'PLANT')]"
21651,"Serapis, wearing polos on head, standing left, holding corn-ears in wreath (?) in right hand and sceptre in left hand","[(0, 7, 'PERSON'), (17, 22, 'OBJECT'), (26, 30, 'OBJECT'), (55, 59, 'PLANT'), (60, 64, 'PLANT'), (68, 74, 'OBJECT'), (97, 104, 'OBJECT')]"
16385,Garlanded and lighted rectangular altar,"[(34, 39, 'OBJECT')]"
6795,"Poseidon standing left, holding dolphin in right hand, left resting on trident.","[(0, 8, 'PERSON'), (32, 39, 'ANIMAL'), (71, 78, 'OBJECT')]"
15716,"Felicitas, draped, standing right, holding caduceus in right hand and globe in left hand","[(43, 51, 'OBJECT'), (70, 75, 'OBJECT')]"
10565,"Asclepius, bare to waist, standing left, resting right hand on hip and holding serpent-entwined staff in left hand","[(0, 9, 'PERSON'), (79, 86, 'ANIMAL'), (96, 101, 'OBJECT')]"
3281,"Nude youthful Heros standing left, extending right hand, left hand on hip.","[(14, 19, 'PERSON')]"
19166,"Mars, nude except for flowing cloak, walking right, holding spear in right hand and shield in left hand","[(0, 4, 'PERSON'), (30, 35, 'OBJECT'), (60, 65, 'OBJECT'), (84, 90, 'OBJECT')]"
11151,"Bust of Commodus, laureaate, draped, [cuirassed], right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
22738,"Two Victories, winged, draped, facing each other, holding between them a wreath inscribed VOT/V/MVL/X, supported on a short column","[(73, 79, 'OBJECT'), (124, 130, 'OBJECT')]"
16215,"Galba, in military dress, standing right on platform with officer; two soldiers face him, one carrying shield and standard, the other shield and spear; horse between them; two soldiers behind standing right, carrying vexillum and two spears; aquila in front","[(44, 52, 'OBJECT'), (71, 79, 'PERSON'), (103, 109, 'OBJECT'), (114, 122, 'OBJECT'), (134, 140, 'OBJECT'), (145, 150, 'OBJECT'), (152, 157, 'ANIMAL'), (176, 184, 'PERSON'), (217, 225, 'OBJECT'), (234, 240, 'OBJECT'), (242, 248, 'OBJECT')]"
17508,"Hercules, standing right, leaning on club in right hand and lion's skin and bow in left hand","[(0, 8, 'PERSON'), (37, 41, 'OBJECT'), (60, 64, 'ANIMAL'), (76, 79, 'OBJECT')]"
11797,"Bust of Galba, bare-headed, cuirassed, left","[(0, 4, 'OBJECT')]"
5668,"Magsitrate's name within grain ear wreath, bound at bottom, to left, thyrsus.","[(25, 34, 'PLANT'), (35, 41, 'OBJECT'), (69, 76, 'OBJECT')]"
19115,"Mars, helmeted, standing left, holding olive-branch in right hand and spear in left hand","[(0, 4, 'PERSON'), (39, 51, 'OBJECT'), (70, 75, 'OBJECT')]"
11499,"Bust of Constntius Chlorus, laureate, wearing imperial mantle, left, holding eagle-tipped sceptre","[(0, 4, 'OBJECT'), (77, 82, 'ANIMAL'), (90, 97, 'OBJECT')]"
7793,"Tyche standing left, head right, holding cornucopia  and rudder.","[(0, 5, 'PERSON'), (21, 25, 'OBJECT'), (41, 51, 'OBJECT'), (57, 63, 'OBJECT')]"
11060,"Bust of Carinus, radiate, draped, cuirassed, right, or bust of Carinus, radiate, helmeted, cuirassed, left, sometimes seen from behind, holding spear in right hand and shield in left hand, or bust of Carinus, radiate, cuirassed, left, holding spear in right hand and shield in left hand","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (17, 24, 'OBJECT'), (55, 59, 'OBJECT'), (63, 70, 'PERSON'), (72, 79, 'OBJECT'), (144, 149, 'OBJECT'), (168, 174, 'OBJECT'), (192, 196, 'OBJECT'), (200, 207, 'PERSON'), (209, 216, 'OBJECT'), (243, 248, 'OBJECT'), (267, 273, 'OBJECT')]"
16033,"Fortuna, draped, seated left, holding rudder or anchor in right hand and cornucopiae in left hand","[(0, 7, 'PERSON'), (38, 44, 'OBJECT'), (48, 54, 'OBJECT'), (73, 84, 'OBJECT')]"
14002,"Claudius Gothicus, riding left, raising right hand and holding sceptre in left hand","[(0, 17, 'PERSON'), (63, 70, 'OBJECT')]"
21312,"Salus, draped, standing left, feeding snake rising from altar","[(38, 43, 'ANIMAL'), (56, 61, 'OBJECT')]"
3301,"Laureate and bearded emperor (Septimius Severus) standing facing, head left, wearing cuirass, fluttering paludamentum and boots, holding patera in outstretched right hand and sceptre in raised left hand.","[(21, 28, 'PERSON'), (30, 47, 'PERSON'), (66, 70, 'OBJECT'), (85, 92, 'OBJECT'), (105, 117, 'OBJECT'), (122, 127, 'OBJECT'), (137, 143, 'OBJECT'), (175, 182, 'OBJECT')]"
6437,"Zeus standing facing, head left, holding eagle on his r. extended hand and long sceptre in left hand.","[(0, 4, 'PERSON'), (22, 26, 'OBJECT'), (41, 46, 'ANIMAL'), (80, 87, 'OBJECT')]"
20586,"Pudicitia, veiled, standing facing","[(0, 9, 'PERSON')]"
21494,"Securitas, draped, seated right, resting head on right hand and holding sceptre in left","[(41, 45, 'OBJECT'), (72, 79, 'OBJECT')]"
7035,"Ares standing left, wearing helmet, holding shield in left arm; at his feet, left, altar.","[(0, 4, 'PERSON'), (28, 34, 'OBJECT'), (44, 50, 'OBJECT'), (83, 88, 'OBJECT')]"
5099,"Double-bodied owl, head facing.","[(14, 17, 'ANIMAL'), (19, 23, 'OBJECT')]"
18752,"Magnentius, nimbate, draped, cuirassed, riding right; Res Publica, wearing mural crown, holding cornucopiae in left arm, bowing before him","[(0, 10, 'PERSON'), (75, 86, 'OBJECT'), (96, 107, 'OBJECT')]"
20587,"Pudicitia, veiled, standing left, arranging veil","[(0, 9, 'PERSON'), (44, 48, 'OBJECT')]"
16920,"Head of Constans, laureate, rosette-diademed, looking upward","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (28, 35, 'OBJECT')]"
15820,"Fides, draped, seated left between three ensigns, holding patera in right hand","[(41, 48, 'OBJECT'), (58, 64, 'OBJECT')]"
13303,"Bust of Trajan, radiate, draped, right (sometimes cuirassed)","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (16, 23, 'OBJECT')]"
12546,"Bust of Maximian, laureate, wearing imperial mantle, left, holding globe in right hand","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (67, 72, 'OBJECT')]"
23922,"Victory, winged, draped, seated right by cuirass and shield, inscribing X/XX on shield supported by genius","[(0, 7, 'PERSON'), (41, 48, 'OBJECT'), (53, 59, 'OBJECT'), (80, 86, 'OBJECT')]"
11054,"Bust of Carinus, radiate, draped, cuirassed, right, or bust of Carinus, radiate, cuirassed, right","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (17, 24, 'OBJECT'), (55, 59, 'OBJECT'), (63, 70, 'PERSON'), (72, 79, 'OBJECT')]"
7869,Bull with hanging tail and lowered left horn striding right atop a tunny right.,"[(0, 4, 'ANIMAL'), (67, 72, 'ANIMAL')]"
11547,"Bust of Crispus, laureate, wearing trabea, left","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (35, 41, 'OBJECT')]"
4052,"Tetrastyle temple; within Dionysus standing right, holding cantharus and thyrsus; at his feet, panther; on the pediment, shield.","[(11, 17, 'OBJECT'), (26, 34, 'PERSON'), (59, 68, 'OBJECT'), (73, 80, 'OBJECT'), (95, 102, 'ANIMAL'), (111, 119, 'OBJECT'), (121, 127, 'OBJECT')]"
19838,"Pax, draped, seated left on throne, holding branch in right hand which rests on right knee and transverse sceptre in left","[(0, 3, 'PERSON'), (28, 34, 'OBJECT'), (44, 50, 'OBJECT'), (86, 90, 'OBJECT'), (106, 113, 'OBJECT')]"
